name,subsystem,reaction,formula
Hydroxyacylglutathione hydrolase,Methylglyoxal Metabolism,GLYOX,h2o_c + lgt__S_c --> gthrd_c + h_c + lac__D_c
Glyoxalase III,Methylglyoxal Metabolism,GLYOX3,h2o_c + mthgxl_c --> h_c + lac__D_c
Glycyl-tRNA synthetase,tRNA Charging,GLYTRS,atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + ppi_c
Glycine transport in via proton symport (periplasm),"Transport, Inner Membrane",GLYt2pp_copy1,gly_p + h_p --> gly_c + h_c
Glycine transport in via proton symport (periplasm),"Transport, Inner Membrane",GLYt2pp_copy2,gly_p + h_p <=> gly_c + h_c
3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),Membrane Lipid Metabolism,HACD7,3ohdcoa_c + h_c + nadh_c <=> 3hhdcoa_c + nad_c
"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal",Membrane Lipid Metabolism,HACD8,3ohodcoa_c + h_c + nadh_c <=> 3hodcoa_c + nad_c
3-hydroxyadipyl-CoA dehydrogenase (NAD+),Alternate Carbon Metabolism,HADPCOADH3,3hadpcoa_c + nad_c <=> h_c + nadh_c + oxadpcoa_c
Hydroxybenzoate octaprenyltransferase,Cofactor and Prosthetic Group Biosynthesis,HBZOPT,4hbz_c + octdp_c --> 3ophb_c + ppi_c
"3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)","Transport, Inner Membrane",HCINNMt2rpp,3hcinnm_p + h_p <=> 3hcinnm_c + h_c
Ferrichrome transport via ABC system (periplasm),Inorganic Ion Transport and Metabolism,FECRMabcpp,atp_c + fecrm_p + h2o_c --> adp_c + fecrm_c + h_c + pi_c
3-hydroxycinnamic acid transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",HCINNMtex,3hcinnm_e <=> 3hcinnm_p
HCO3 equilibration reaction,Unassigned,HCO3E,co2_c + h2o_c <=> h_c + hco3_c
Homocysteine S-methyltransferase,Methionine Metabolism,HCYSMT,amet_c + hcys__L_c --> ahcys_c + h_c + met__L_c
Glycine transport in via sodium symport (periplasm),"Transport, Inner Membrane",GLYt4pp,gly_p + na1_p --> gly_c + na1_c
Glycine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",GLYtex,gly_e <=> gly_p
GDP-D-mannose dehydratase,Cell Envelope Biosynthesis,GMAND,gdpmann_c --> gdpddman_c + h2o_c
Homocysteine Methyltransferase,Methionine Metabolism,HCYSMT2,hcys__L_c + mmet_c --> h_c + 2.0 met__L_c
D-glycero-D-manno-hepose 1-phosphate adenyltransferase,Lipopolysaccharide Biosynthesis / Recycling,GMHEPAT,atp_c + gmhep1p_c + h_c --> adphep_DD_c + ppi_c
Ferrichrome Fe(III)-loading reaction (spontaneous),Inorganic Ion Transport and Metabolism,FECRMexs,fe3_e + fecrm_un_e --> fecrm_e
D-glycero-D-manno-heptose 7-phosphate kinase,Lipopolysaccharide Biosynthesis / Recycling,GMHEPK,atp_c + gmhep7p_c --> adp_c + gmhep17bp_c + h_c
Hexadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm),"Transport, Outer Membrane",HDCAtexi,hdca_e --> hdca_p
Hexadecenoate transport via facilitated irreversible diffusion (extracellular to periplasm),"Transport, Outer Membrane",HDCEAtexi,hdcea_e --> hdcea_p
Heme O synthase,Cofactor and Prosthetic Group Biosynthesis,HEMEOS,frdp_c + h2o_c + pheme_c --> hemeO_c + ppi_c
LPS heptose kinase I (LPS core synthesis),Lipopolysaccharide Biosynthesis / Recycling,HEPK1,atp_c + hhlipa_c --> adp_c + h_c + phhlipa_c
"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase",Lipopolysaccharide Biosynthesis / Recycling,GMHEPPA,gmhep17bp_c + h2o_c --> gmhep1p_c + pi_c
GMP reductase,Purine and Pyrimidine Biosynthesis,GMPR,gmp_c + 2.0 h_c + nadph_c --> imp_c + nadp_c + nh4_c
LPS heptose kinase II (LPS core synthesis),Lipopolysaccharide Biosynthesis / Recycling,HEPK2,atp_c + hphhlipa_c --> adp_c + h_c + phphhlipa_c
Heptosyltransferase I (LPS core synthesis),Lipopolysaccharide Biosynthesis / Recycling,HEPT1,adphep_LD_c + lipa_c --> adp_c + h_c + hlipa_c
Ferrichrome transport via ton system (extracellular),"Transport, Outer Membrane",FECRMtonex,fecrm_e + h_p --> fecrm_p + h_c
GMP synthase,Purine and Pyrimidine Biosynthesis,GMPS2,atp_c + gln__L_c + h2o_c + xmp_c --> amp_c + glu__L_c + gmp_c + 2.0 h_c + ppi_c
Fe-enterobactin reduction (Fe(III)-unloading),Inorganic Ion Transport and Metabolism,FEENTERR1,fadh2_c + 2.0 feenter_c --> 2.0 enter_c + fad_c + 2.0 fe2_c + 2.0 h_c
GMP transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",GMPtex,gmp_e <=> gmp_p
Phosphogluconate dehydrogenase,Pentose Phosphate Pathway,GND,6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c
Gluconokinase,Alternate Carbon Metabolism,GNK,atp_c + glcn_c --> 6pgc_c + adp_c + h_c
Heptosyltransferase II (LPS core synthesis),Lipopolysaccharide Biosynthesis / Recycling,HEPT2,adphep_LD_c + hlipa_c --> adp_c + h_c + hhlipa_c
Heptosyltransferase III (LPS core synthesis),Lipopolysaccharide Biosynthesis / Recycling,HEPT3,adphep_LD_c + phhlipa_c --> adp_c + h_c + hphhlipa_c
Heptosyltransferase IV (LPS core synthesis),Lipopolysaccharide Biosynthesis / Recycling,HEPT4,adphep_LD_c + gggagicolipa_c --> adp_c + colipa_c + h_c
Hydroxyethylthiazole kinase,Cofactor and Prosthetic Group Biosynthesis,HETZK,4mhetz_c + atp_c --> 4mpetz_c + adp_c + h_c
Hexokinase (D-glucose:ATP),Glycolysis/Gluconeogenesis,HEX1,atp_c + glc__D_c --> adp_c + g6p_c + h_c
Hexokinase (D-mannose:ATP),Alternate Carbon Metabolism,HEX4,atp_c + man_c --> adp_c + h_c + man6p_c
Hexokinase (D-fructose:ATP),Alternate Carbon Metabolism,HEX7,atp_c + fru_c --> adp_c + f6p_c + h_c
GDP-4-oxo-L-fucose reductase,Cell Envelope Biosynthesis,GOFUCR,gdpofuc_c + h_c + nadph_c --> gdpfuc_c + nadp_c
Gp4G hydrolase,Nucleotide Salvage Pathway,GP4GH,gp4g_c + h2o_c --> 2.0 gdp_c + 2.0 h_c
Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),Glycerophospholipid Metabolism,GPDDA1,g3pc_c + h2o_c --> chol_c + glyc3p_c + h_c
"Hexanoate transport via proton symport, reversible (periplasm)","Transport, Inner Membrane",HEXt2rpp,h_p + hxa_p <=> h_c + hxa_c
Fe-enterobactin reduction (Fe(III)-unloading),Inorganic Ion Transport and Metabolism,FEENTERR2,2.0 feenter_c + fmnh2_c --> 2.0 enter_c + 2.0 fe2_c + fmn_c + 2.0 h_c
Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),Glycerophospholipid Metabolism,GPDDA1pp,g3pc_p + h2o_p --> chol_p + glyc3p_p + h_p
Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),Glycerophospholipid Metabolism,GPDDA2,g3pe_c + h2o_c --> etha_c + glyc3p_c + h_c
Fe-enterobactin reduction (Fe(III)-unloading),Inorganic Ion Transport and Metabolism,FEENTERR3,2.0 feenter_c + rbflvrd_c --> 2.0 enter_c + 2.0 fe2_c + 2.0 h_c + ribflv_c
Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),Glycerophospholipid Metabolism,GPDDA2pp,g3pe_p + h2o_p --> etha_p + glyc3p_p + h_p
Mercury (Hg+2) ABC transporter (periplasm),Inorganic Ion Transport and Metabolism,HG2abcpp,atp_c + h2o_c + hg2_c --> adp_c + h_c + hg2_p + pi_c
Mercury (Hg+2) transport out via proton antiport (periplasm),Inorganic Ion Transport and Metabolism,HG2t3pp,h_p + hg2_c --> h_c + hg2_p
Fe-enterobactin transport via ABC system (periplasm),Inorganic Ion Transport and Metabolism,FEENTERabcpp,atp_c + feenter_p + h2o_c --> adp_c + feenter_c + h_c + pi_c
Mercury (Hg+2) transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",HG2tex,hg2_e <=> hg2_p
Glycerophosphodiester phosphodiesterase (Glycerophosphoserine),Glycerophospholipid Metabolism,GPDDA3,g3ps_c + h2o_c --> glyc3p_c + h_c + ser__L_c
Glycerophosphodiester phosphodiesterase (Glycerophosphoserine),Glycerophospholipid Metabolism,GPDDA3pp,g3ps_p + h2o_p --> glyc3p_p + h_p + ser__L_p
Histidinol dehydrogenase,Histidine Metabolism,HISTD,h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his__L_c + 2.0 nadh_c
Enterobactin Fe(III) binding (spontaneous),Inorganic Ion Transport and Metabolism,FEENTERexs,enter_e + fe3_e --> feenter_e
Histidinol-phosphatase,Histidine Metabolism,HISTP,h2o_c + hisp_c --> histd_c + pi_c
Histidyl-tRNA synthetase,tRNA Charging,HISTRS,atp_c + his__L_c + trnahis_c --> amp_c + histrna_c + ppi_c
Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),Glycerophospholipid Metabolism,GPDDA4,g3pg_c + h2o_c --> glyc3p_c + glyc_c + h_c
L-histidine transport via ABC system (periplasm),"Transport, Inner Membrane",HISabcpp,atp_c + h2o_c + his__L_p --> adp_c + h_c + his__L_c + pi_c
Enterochelin transport (secretion periplasm),Inorganic Ion Transport and Metabolism,FEENTERtex,enter_p + h_p --> enter_e + h_c
Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),Glycerophospholipid Metabolism,GPDDA4pp,g3pg_p + h2o_p --> glyc3p_p + glyc_p + h_p
Fe-enterobactin transport via ton system (extracellular),"Transport, Outer Membrane",FEENTERtonex,feenter_e + h_p --> feenter_p + h_c
Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol),Glycerophospholipid Metabolism,GPDDA5,g3pi_c + h2o_c --> glyc3p_c + h_c + inost_c
Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol),Glycerophospholipid Metabolism,GPDDA5pp,g3pi_p + h2o_p --> glyc3p_p + h_p + inost_p
L-histidine reversible transport via proton symport (periplasm),"Transport, Inner Membrane",HISt2rpp,h_p + his__L_p <=> h_c + his__L_c
L-histidine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",HIStex,his__L_e <=> his__L_p
"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase",Alternate Carbon Metabolism,HKNDDH,h2o_c + hkndd_c --> h_c + op4en_c + succ_c
2-hydroxy-6-ketononotrienedioate hydrolase,Alternate Carbon Metabolism,HKNTDH,h2o_c + hkntd_c --> fum_c + h_c + op4en_c
Hydroxymethylbilane synthase,Cofactor and Prosthetic Group Biosynthesis,HMBS,h2o_c + 4.0 ppbng_c --> hmbil_c + 4.0 nh4_c
Hydroxymethylpyrimidine kinase (ATP),Cofactor and Prosthetic Group Biosynthesis,HMPK1,4ahmmp_c + atp_c --> 4ampm_c + adp_c + h_c
L-homoserineserine efflux via proton symport,"Transport, Inner Membrane",HOMt2pp,h_p + hom__L_c --> h_c + hom__L_p
Geranyltranstransferase,Cofactor and Prosthetic Group Biosynthesis,GRTT,grdp_c + ipdp_c --> frdp_c + ppi_c
Glutaredoxin reductase,Unassigned,GRXR,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c
Enterochelin transport (secretion),"Transport, Inner Membrane",FEENTERtpp,enter_c + h_p --> enter_p + h_c
Guanosine kinase,Nucleotide Salvage Pathway,GSNK,atp_c + gsn_c --> adp_c + gmp_c + h_c
L-homoserine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",HOMtex,hom__L_e <=> hom__L_p
Guanosine transport in via proton symport (periplasm),"Transport, Inner Membrane",GSNt2pp,gsn_p + h_p --> gsn_c + h_c
Ferroxamine reductase,Inorganic Ion Transport and Metabolism,FEOXAMR1,fadh2_c + 2.0 feoxam_c --> fad_c + 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c
Guanosine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",GSNtex,gsn_e <=> gsn_p
Ferroxamine reductase,Inorganic Ion Transport and Metabolism,FEOXAMR2,2.0 feoxam_c + fmnh2_c --> 2.0 fe2_c + 2.0 feoxam_un_c + fmn_c + 2.0 h_c
Ferroxamine reductase,Inorganic Ion Transport and Metabolism,FEOXAMR3,2.0 feoxam_c + rbflvrd_c --> 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c + ribflv_c
Glutathionylspermidine amidase,Arginine and Proline Metabolism,GSPMDA,gtspmd_c + h2o_c --> gthrd_c + spmd_c
Ferroxamine (minus Fe3) secretion (to extracellular),Inorganic Ion Transport and Metabolism,FEOXAMUtex,feoxam_un_p + h_p --> feoxam_un_e + h_c
Glutathionylspermidine synthetase,Arginine and Proline Metabolism,GSPMDS,atp_c + gthrd_c + spmd_c --> adp_c + gtspmd_c + h_c + pi_c
Ferroxamine (minus Fe3) secretion (to periplasm),Inorganic Ion Transport and Metabolism,FEOXAMUtpp,feoxam_un_c + h_p --> feoxam_un_p + h_c
Glutathione (ox) transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",GTHOXtex,gthox_e <=> gthox_p
4-hydroxy-2-oxopentanoate aldolase,Alternate Carbon Metabolism,HOPNTAL,4h2opntn_c --> acald_c + pyr_c
Glutathione oxidoreductase,Cofactor and Prosthetic Group Biosynthesis,GTHOr,gthox_c + h_c + nadph_c <=> 2.0 gthrd_c + nadp_c
Ferroxamine transport via ABC system (periplasm),Inorganic Ion Transport and Metabolism,FEOXAMabcpp,atp_c + feoxam_p + h2o_c --> adp_c + feoxam_c + h_c + pi_c
Glutathione peridoxase,Unassigned,GTHPi,2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c
6-hydroxymethyl-dihydropterin pyrophosphokinase,Cofactor and Prosthetic Group Biosynthesis,HPPK2,6hmhpt_c + atp_c --> 6hmhptpp_c + amp_c + h_c
Glutathione hydralase (periplasmic),Cofactor and Prosthetic Group Biosynthesis,GTHRDHpp,gthrd_p + h2o_p --> cgly_p + glu__L_p
Ferroxamine Fe3-loading reaction (spontaneous),Inorganic Ion Transport and Metabolism,FEOXAMexs,fe3_e + feoxam_un_e --> feoxam_e
Glutathione export via ABC system (cytoplasm to periplasm),"Transport, Inner Membrane",GTHRDabc2pp,atp_c + gthrd_c + h2o_c --> adp_c + gthrd_p + h_c + pi_c
"2,3-dihydroxypheylpropionate 1,2-dioxygenase",Alternate Carbon Metabolism,HPPPNDO,dhpppn_c + o2_c --> h_c + hkndd_c
"3-(3-hydroxyphenyl)propionate transport via proton symport, reversible (periplasm)","Transport, Inner Membrane",HPPPNt2rpp,3hpppn_p + h_p <=> 3hpppn_c + h_c
Ferroxamine transport via ton system (extracellular),"Transport, Outer Membrane",FEOXAMtonex,feoxam_e + h_p --> feoxam_p + h_c
3-(3-hydroxyphenyl)propionate transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",HPPPNtex,3hpppn_e <=> 3hpppn_p
Hydroxypyruvate isomerase,Alternate Carbon Metabolism,HPYRI,hpyr_c <=> 2h3oppan_c
Hydroxypyruvate reductase (NADH),Alternate Carbon Metabolism,HPYRRx,h_c + hpyr_c + nadh_c --> glyc__R_c + nad_c
Hydroxypyruvate reductase (NADPH),Alternate Carbon Metabolism,HPYRRy,h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c
Homoserine dehydrogenase (NADPH),Threonine and Lysine Metabolism,HSDy,hom__L_c + nadp_c <=> aspsa_c + h_c + nadph_c
Reduced glutathione via ABC system (periplasm),"Transport, Inner Membrane",GTHRDabcpp,atp_c + gthrd_p + h2o_c --> adp_c + gthrd_c + h_c + pi_c
Glutathione transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",GTHRDtex,gthrd_e <=> gthrd_p
Glutathione synthetase,Cofactor and Prosthetic Group Biosynthesis,GTHS,atp_c + glucys_c + gly_c --> adp_c + gthrd_c + h_c + pi_c
GTP cyclohydrolase I,Cofactor and Prosthetic Group Biosynthesis,GTPCI,gtp_c + h2o_c --> ahdt_c + for_c + h_c
GTP cyclohydrolase II (25drapp),Cofactor and Prosthetic Group Biosynthesis,GTPCII2,gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 2.0 h_c + ppi_c
Ferroxidase,Inorganic Ion Transport and Metabolism,FEROpp,4.0 fe2_p + 4.0 h_p + o2_p --> 4.0 fe3_p + 2.0 h2o_p
Homoserine kinase,Threonine and Lysine Metabolism,HSK,atp_c + hom__L_c --> adp_c + h_c + phom_c
Homoserine O-succinyltransferase,Methionine Metabolism,HSST,hom__L_c + succoa_c --> coa_c + suchms_c
Inosine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane",INStex,ins_e <=> ins_p
"Iron-sulfur cluster damage (peroxide, spontaneous)",Cofactor and Prosthetic Group Biosynthesis,FESD1s,2.0 4fe4s_c + h2o2_c + 2.0 h_c --> 2.0 3fe4s_c + 2.0 fe3_c + 2.0 h2o_c
Isopentenyl-diphosphate D-isomerase,Cofactor and Prosthetic Group Biosynthesis,IPDDI,ipdp_c <=> dmpp_c
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),Cofactor and Prosthetic Group Biosynthesis,IPDPS,h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c
Histidinol-phosphate transaminase,Histidine Metabolism,HSTPT,glu__L_c + imacp_c --> akg_c + hisp_c
Hypoxanthine dehydrogenase,Nucleotide Salvage Pathway,HXAND,h2o_c + hxan_c + nad_c --> h_c + nadh_c + xan_c
Hexanoate transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",HXAtex,hxa_e <=> hxa_p
3-isopropylmalate dehydrogenase,"Valine, Leucine, and Isoleucine Metabolism",IPMD,3c2hmp_c + nad_c --> 3c4mop_c + h_c + nadh_c
"Iron-sulfur cluster damage (nitrous oxide, spontaneous)",Cofactor and Prosthetic Group Biosynthesis,FESD2s,2.0 4fe4s_c + 2.0 h_c + 2.0 no_c --> 2.0 3fe4s_c + 2.0 fe3_c + h2o_c + n2o_c
3-isopropylmalate dehydratase,"Valine, Leucine, and Isoleucine Metabolism",IPPMIa,3c2hmp_c <=> 2ippm_c + h2o_c
Iron-sulfur cluster repair,Cofactor and Prosthetic Group Biosynthesis,FESR,3fe4s_c + fe2_c --> 4fe4s_c
2-isopropylmalate hydratase,"Valine, Leucine, and Isoleucine Metabolism",IPPMIb,2ippm_c + h2o_c <=> 3c3hmp_c
Acetyl-CoA:hexanoate-CoA transferase,Alternate Carbon Metabolism,HXCT,accoa_c + hxa_c --> ac_c + hxcoa_c
Lipid A transport via ABC system (periplasm to extracellular),Lipopolysaccharide Biosynthesis / Recycling,LIPAabctex,atp_c + h2o_c + lipa_p --> adp_c + h_c + lipa_e + pi_c
Hypoxanthine phosphoribosyltransferase (Hypoxanthine),Nucleotide Salvage Pathway,HXPRT,hxan_c + prpp_c --> imp_c + ppi_c
Hydrogenase (ubiquinone-8: 2 protons) (periplasm),Oxidative Phosphorylation,HYD1pp,h2_c + 2.0 h_c + q8_c --> 2.0 h_p + q8h2_c
2-isopropylmalate synthase,"Valine, Leucine, and Isoleucine Metabolism",IPPS,3mob_c + accoa_c + h2o_c --> 3c3hmp_c + coa_c + h_c
Isethionate transport via ABC system (periplasm),"Transport, Inner Membrane",ISETACabcpp,atp_c + h2o_c + isetac_p --> adp_c + h_c + isetac_c + pi_c
Isethionate transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",ISETACtex,isetac_e <=> isetac_p
KDO(2)-lipid IV A transport via ABC system (periplasm),"Transport, Inner Membrane",K2L4Aabcpp,atp_c + h2o_c + kdo2lipid4_c --> adp_c + h_c + kdo2lipid4_p + pi_c
KDO(2)-lipid IV A transport via ABC system (periplasm to extracellular),Lipopolysaccharide Biosynthesis / Recycling,K2L4Aabctex,atp_c + h2o_c + kdo2lipid4_p --> adp_c + h_c + kdo2lipid4_e + pi_c
"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)","Valine, Leucine, and Isoleucine Metabolism",KARA1,23dhmb_c + nadp_c <=> alac__S_c + h_c + nadph_c
Hydrogenase (menaquinone8: 2 protons) (periplasm),Oxidative Phosphorylation,HYD2pp,h2_c + 2.0 h_c + mqn8_c --> 2.0 h_p + mql8_c
Hydrogenase (Demethylmenaquinone-8: 2 protons) (periplasm),Oxidative Phosphorylation,HYD3pp,2dmmq8_c + h2_c + 2.0 h_c --> 2dmmql8_c + 2.0 h_p
Lipoyl(octanoyl) transferase,Cofactor and Prosthetic Group Biosynthesis,LIPOCT,h_c + ocACP_c --> ACP_c + octapb_c
Hypothetical enyme,Cofactor and Prosthetic Group Biosynthesis,HYPOE,h2o_c + pyam5p_c --> pi_c + pydam_c
Ketol-acid reductoisomerase (2-Acetolactate),"Valine, Leucine, and Isoleucine Metabolism",KARA2,2ahbut_c + h_c + nadph_c <=> 23dhmp_c + nadp_c
Beta-ketoacyl-ACP synthase,Membrane Lipid Metabolism,KAS14,acACP_c + h_c + malACP_c --> ACP_c + actACP_c + co2_c
Beta-ketoacyl-ACP synthase (2),Membrane Lipid Metabolism,KAS15,accoa_c + h_c + malACP_c --> actACP_c + co2_c + coa_c
Lipoate synthase,Cofactor and Prosthetic Group Biosynthesis,LIPOS,4fe4s_c + 2.0 amet_c + h_c + nad_c + octapb_c --> 2fe2s_c + 2.0 dad_5_c + 2.0 fe2_c + lipopb_c + 2.0 met__L_c + nadh_c
3-deoxy-manno-octulosonate cytidylyltransferase,Lipopolysaccharide Biosynthesis / Recycling,KDOCT2,ctp_c + kdo_c --> ckdo_c + ppi_c
3-deoxy-manno-octulosonate-8-phosphatase,Lipopolysaccharide Biosynthesis / Recycling,KDOPP,h2o_c + kdo8p_c --> kdo_c + pi_c
Hypoxanthine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",HYXNtex,hxan_e <=> hxan_p
Hypoxanthine transport (periplasm),"Transport, Inner Membrane",HYXNtpp,hxan_p <=> hxan_c
Proton transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",Htex,h_e <=> h_p
3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase,Lipopolysaccharide Biosynthesis / Recycling,KDOPS,ara5p_c + h2o_c + pep_c --> kdo8p_c + pi_c
Lipoate transport via proton symport (periplasm),"Transport, Inner Membrane",LIPOt2pp,h_p + lipoate_p --> h_c + lipoate_c
3-keto-L-gulonate 6-phosphate decarboxylase,Alternate Carbon Metabolism,KG6PDC,3dhgulnp_c + h_c --> co2_c + xu5p__L_c
Potassium ABC transporter (periplasm),Inorganic Ion Transport and Metabolism,Kabcpp,atp_c + h2o_c + k_p --> adp_c + h_c + k_c + pi_c
Potassium transport in via proton symport (periplasm),Inorganic Ion Transport and Metabolism,Kt2pp,h_p + k_p --> h_c + k_c
Potassium transport out via proton antiport (periplasm),Inorganic Ion Transport and Metabolism,Kt3pp,h_p + k_c --> h_c + k_p
Potassium transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",Ktex,k_e <=> k_p
L-Lactate dehydrogenase (ubiquinone),Oxidative Phosphorylation,L_LACD2,lac__L_c + q8_c --> pyr_c + q8h2_c
ISC [2Fe-2S] regeneration,Cofactor and Prosthetic Group Biosynthesis,I2FE2SR,2fe1s_c + iscssh_c + iscu_c --> 4.0 h_c + iscs_c + iscu_2fe2s_c
ISC [2Fe-2S] Synthesis,Cofactor and Prosthetic Group Biosynthesis,I2FE2SS,fadh2_c + 2.0 fe2_c + 2.0 iscssh_c + iscu_c --> fad_c + 6.0 h_c + 2.0 iscs_c + iscu_2fe2s_c
ISC [2Fe-2S] Synthesis II,Cofactor and Prosthetic Group Biosynthesis,I2FE2SS2,fadh2_c + 2.0 fe2_c + 2.0 iscssh_c + iscu_2fe2s_c --> fad_c + 6.0 h_c + 2.0 iscs_c + iscu_2fe2s2_c
ISC [2Fe-2S] Transfer,Cofactor and Prosthetic Group Biosynthesis,I2FE2ST,4.0 h_c + iscu_2fe2s_c --> 2fe2s_c + iscu_c
ISC [4Fe-4S] Reduction,Cofactor and Prosthetic Group Biosynthesis,I4FE4SR,fadh2_c + 2.0 h_c + iscu_2fe2s2_c --> fad_c + iscu_4fe4s_c
ISC [4Fe-4S] Transfer,Cofactor and Prosthetic Group Biosynthesis,I4FE4ST,4.0 h_c + iscu_4fe4s_c --> 4fe4s_c + iscu_c
